contribution_type,proposal_id,proposal_reference,proposal_title,proposal_votes_totalCount,proposal_votes_digitalCount,proposal_votes_paperCount,proposal_votes_totalPointsCount,proposal_votes_digitalPointsCount,proposal_votes_paperPointsCount,proposal_createdAt,proposal_publishedAt,proposal_updatedAt,proposal_publicationStatus,proposal_undraftAt,proposal_trashedAt,proposal_trashedReason,proposal_link,proposal_author_id,proposal_author_username,proposal_author_isEmailConfirmed,proposal_author_email,proposal_author_userType_id,proposal_author_userType_name,proposal_status_name,proposal_estimation,proposal_category_name,proposal_theme_title,proposal_formattedAddress,proposal_address_lat,proposal_address_lng,proposal_district_name,proposal_illustration,proposal_summary,proposal_description,proposal_officialResponse,"No Mes Démarches","No IRIS","Raison sociale",proposal_votes_id,proposal_votes_ranking,proposal_votes_createdAt,proposal_votes_publishedAt,proposal_votes_published,proposal_votes_accounted,proposal_votes_anonymous,proposal_votes_author_id,proposal_votes_author_username,proposal_votes_author_isEmailConfirmed,proposal_votes_author_isPhoneConfirmed,proposal_votes_author_userType_id,proposal_votes_author_userType_name,proposal_comments_id,proposal_comments_body,proposal_comments_createdAt,proposal_comments_publishedAt,proposal_comments_updatedAt,proposal_comments_author_id,proposal_comments_author_username,proposal_comments_author_isEmailConfirmed,proposal_comments_author_userType_id,proposal_comments_author_userType_name,proposal_comments_author_email,proposal_comments_pinned,proposal_comments_publicationStatus,proposal_comments_vote_id,proposal_comments_vote_createdAt,proposal_comments_vote_publishedAt,proposal_comments_vote_author_id,proposal_comments_vote_author_username,proposal_comments_vote_author_isEmailConfirmed,proposal_comments_vote_author_userType_id,proposal_comments_vote_author_userType_name,proposal_news_id,proposal_news_title,proposal_news_themes,proposal_news_linkedProjects,proposal_news_linkedProposal,proposal_news_createdAt,proposal_news_updatedAt,proposal_news_publishedAt,proposal_news_publicationStatus,proposal_news_commentable,proposal_news_displayedOnBlog,proposal_news_authors_id,proposal_news_authors_username,proposal_news_authors_isEmailConfirmed,proposal_news_authors_userType_id,proposal_news_authors_userType_name,proposal_news_comments_id,proposal_news_comments_body,proposal_news_comments_parent,proposal_news_comments_createdAt,proposal_news_comments_publishedAt,proposal_news_comments_updatedAt,proposal_news_comments_author_id,proposal_news_comments_author_username,proposal_news_comments_author_isEmailConfirmed,proposal_news_comments_author_userType_id,proposal_news_comments_author_userType_name,proposal_news_comments_author_email,proposal_news_comments_pinned,proposal_news_comments_publicationStatus,proposal_news_comments_vote_id,proposal_news_comments_vote_createdAt,proposal_news_comments_vote_publishedAt,proposal_news_comments_vote_author_id,proposal_news_comments_vote_author_username,proposal_news_comments_vote_author_isEmailConfirmed,proposal_news_comments_vote_author_userType_id,proposal_news_comments_vote_author_userType_name,proposal_news_comments_reportings_id,proposal_news_comments_reportings_createdAt,proposal_news_comments_reportings_author_id,proposal_news_comments_reportings_author_username,proposal_news_comments_reportings_author_isEmailConfirmed,proposal_news_comments_reportings_author_userType_id,proposal_news_comments_reportings_author_userType_name,proposal_reportings_id,proposal_reportings_body,proposal_reportings_createdAt,proposal_reportings_author_id,proposal_reportings_author_username,proposal_reportings_author_isEmailConfirmed,proposal_reportings_author_userType_id,proposal_reportings_author_userType_name
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIyMA==,"""22-137734""","Distinctio nam est velit quas.",0,0,0,0,0,0,"2022-04-21 12:06:02","2022-04-21 12:06:02","2022-04-21 12:06:02",PUBLISHED,"2022-04-21 12:06:02",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/distinctio-nam-est-velit-quas,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité","Thème vide","Fake address, 75006 Paris, France",48.27249,2.02834,"Toute la région (IDF BP3)",,,"Maxime reprehenderit aut cupiditate accusamus maiores sed aut. Architecto commodi nemo blanditiis ipsam ipsum repudiandae ipsum. Porro repudiandae omnis ipsam sit. Exercitationem hic doloribus laboriosam modi ea quia dolores distinctio. Quae rerum doloribus velit natus. Quis molestiae eos quasi distinctio eum adipisci tenetur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjYz,"""22-921457""","Necessitatibus nobis vel qui sit voluptatem.",0,0,0,0,0,0,"2022-04-24 11:25:38","2022-04-24 11:25:38","2022-04-24 11:25:38",PUBLISHED,"2022-04-24 11:25:38",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/necessitatibus-nobis-vel-qui-sit-voluptatem,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Immobilier,"Fake address, 75006 Paris, France",48.90254,1.5028,"Val de marne (94) (IDF BP3)",,,"Velit fugiat quaerat reiciendis aut saepe reprehenderit. Modi molestias qui expedita delectus accusamus. Qui animi aut minus deleniti. Blanditiis eum quia illum. Pariatur enim animi quas laboriosam nisi sed recusandae placeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIyMQ==,"""22-189343""","Repudiandae dolorem quo velit officiis.",0,0,0,0,0,0,"2022-04-27 09:11:57","2022-04-27 09:11:57","2022-04-27 09:11:57",PUBLISHED,"2022-04-27 09:11:57",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/repudiandae-dolorem-quo-velit-officiis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",48.14972,2.19759,"Val de marne (94) (IDF BP3)",,,"Odit qui recusandae est qui alias ipsam omnis. Aperiam aut earum quod eaque reprehenderit qui voluptate eum. Laborum velit sint eaque nisi harum molestiae.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjExMg==,"""22-576491""","Est eos aut aut deleniti ut.",0,0,0,0,0,0,"2022-04-27 10:14:08","2022-04-27 10:14:08","2022-04-27 10:14:08",PUBLISHED,"2022-04-27 10:14:08",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/est-eos-aut-aut-deleniti-ut,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",48.18217,2.09601,"Toute la région (IDF BP3)",,,"Ipsum quia vel minus. Et officiis soluta non corporis rerum facere rem. Beatae provident dolorum cumque sit et. Repellendus aut veritatis molestias ullam perspiciatis. Dolorum sequi quia doloremque earum vitae in. Dolores ratione eos rerum nesciunt sapiente aspernatur iste repellendus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjcy,"""22-376077""","Et aut nam aspernatur neque aut quidem.",0,0,0,0,0,0,"2022-04-28 07:08:01","2022-04-28 07:08:01","2022-04-28 07:08:01",PUBLISHED,"2022-04-28 07:08:01",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-aut-nam-aspernatur-neque-aut-quidem,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.39244,2.22905,"Toute la région (IDF BP3)",,,"Nemo sint atque voluptas aliquid et. Totam maiores ducimus assumenda ab ex non. Recusandae omnis earum magnam incidunt modi perferendis ea. Non molestiae aut illo dolor minus non.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI5,"""22-957032""","Cum esse laborum sequi.",0,0,0,0,0,0,"2022-04-28 10:56:59","2022-04-28 10:56:59","2022-04-28 10:56:59",PUBLISHED,"2022-04-28 10:56:59",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/cum-esse-laborum-sequi,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité","Thème vide","Fake address, 75006 Paris, France",48.81422,1.66761,"Val de marne (94) (IDF BP3)",,,"Tempora aperiam nam nemo consequatur voluptates error ut. Quis labore facilis sit ea quia velit quia laudantium. Et sit enim molestias sunt odio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE3Mg==,"""22-175695""","Porro consequuntur accusamus pariatur aut explicabo quos.",0,0,0,0,0,0,"2022-04-29 05:41:22","2022-04-29 05:41:22","2022-04-29 05:41:22",PUBLISHED,"2022-04-29 05:41:22",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/porro-consequuntur-accusamus-pariatur-aut-explicabo-quos,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",48.89525,3.20603,"Val de marne (94) (IDF BP3)",,,"Aspernatur ipsa nostrum eos aut amet adipisci repudiandae consequatur. Optio perspiciatis reiciendis a maxime. Soluta fugit aliquid sit id suscipit cum. Accusantium aut commodi ut sunt porro repellendus. Quisquam corrupti molestiae explicabo fuga nam inventore molestiae. Sed enim necessitatibus veniam assumenda explicabo magni.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjg=,"""22-865425""","Voluptas a aperiam voluptas aut qui neque minus eos.",0,0,0,0,0,0,"2022-04-29 13:35:24","2022-04-29 13:35:24","2022-04-29 13:35:24",PUBLISHED,"2022-04-29 13:35:24",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptas-a-aperiam-voluptas-aut-qui-neque-minus-eos,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.16918,3.11985,"Toute la région (IDF BP3)",,,"Non et et et fugit. Excepturi enim velit qui nam nesciunt non dolore quis. Eius et et omnis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjkw,"""22-770332""","Harum sapiente repellat quo qui reprehenderit deleniti dignissimos.",0,0,0,0,0,0,"2022-05-02 01:56:12","2022-05-02 01:56:12","2022-05-02 01:56:12",PUBLISHED,"2022-05-02 01:56:12",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/harum-sapiente-repellat-quo-qui-reprehenderit-deleniti-dignissimos,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.54497,2.90756,"Val de marne (94) (IDF BP3)",,,"Quis provident molestias aut aspernatur voluptatem et dolorum et. Quos quia accusamus ea ea alias dolorem non. At rerum a aut deleniti ut quam est. Eos dolorem itaque voluptate vero sit eaque tenetur. Dolores et nam rerum perferendis voluptatibus quisquam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEyNQ==,"""22-784972""","Possimus odit animi dicta.",0,0,0,0,0,0,"2022-05-02 13:53:39","2022-05-02 13:53:39","2022-05-02 13:53:39",PUBLISHED,"2022-05-02 13:53:39",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/possimus-odit-animi-dicta,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",48.22612,1.62389,"Val de marne (94) (IDF BP3)",,,"Asperiores id error quae nesciunt placeat voluptatum eligendi et. Nam sit nulla perspiciatis cumque ad. Quam voluptate ipsa veritatis voluptatem doloremque. Exercitationem adipisci perspiciatis explicabo exercitationem. Enim molestiae ea maxime autem totam aliquam alias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjExNw==,"""22-544008""","Vitae voluptatem tempora illo esse possimus maiores perspiciatis.",0,0,0,0,0,0,"2022-05-04 19:50:58","2022-05-04 19:50:58","2022-05-04 19:50:58",PUBLISHED,"2022-05-04 19:50:58",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/vitae-voluptatem-tempora-illo-esse-possimus-maiores-perspiciatis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",48.59841,3.21432,"Val de marne (94) (IDF BP3)",,,"Rerum molestias eos quia. Asperiores autem provident sit aut numquam tempora quidem. Ipsam soluta quibusdam quis ut. Ducimus nemo quos vitae numquam dicta. Omnis ab saepe modi molestias adipisci qui quam. Qui aliquam officia et facilis ad sed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI5MA==,"""22-438287""","Accusamus sed et expedita sed ea.",0,0,0,0,0,0,"2022-05-05 05:35:57","2022-05-05 05:35:57","2022-05-05 05:35:57",PUBLISHED,"2022-05-05 05:35:57",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/accusamus-sed-et-expedita-sed-ea,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.25646,2.79668,"Toute la région (IDF BP3)",,,"Porro soluta voluptatum minus beatae amet. Aliquam et ut placeat id ullam provident temporibus in. Est consequatur mollitia consequatur rerum commodi consequuntur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI0OA==,"""22-321095""","Autem et quaerat tempora.",0,0,0,0,0,0,"2022-05-06 06:12:58","2022-05-06 06:12:58","2022-05-06 06:12:58",PUBLISHED,"2022-05-06 06:12:58",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/autem-et-quaerat-tempora,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.20326,3.28798,"Toute la région (IDF BP3)",,,"Dolorem porro rerum modi repellendus aut. Quasi enim atque qui ipsa voluptas. Suscipit nemo voluptates laudantium molestiae numquam et sunt. Minus voluptatem dolorem quia tenetur similique incidunt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjY5,"""22-243832""","Sit ea consequatur omnis est sint reprehenderit.",0,0,0,0,0,0,"2022-05-07 15:53:43","2022-05-07 15:53:43","2022-05-07 15:53:43",PUBLISHED,"2022-05-07 15:53:43",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sit-ea-consequatur-omnis-est-sint-reprehenderit,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",49.22597,1.62651,"Val de marne (94) (IDF BP3)",,,"Tempora mollitia dignissimos qui omnis recusandae molestias soluta. Maiores id non eius ipsa ut. Sed inventore commodi voluptatibus corporis voluptatibus rerum aut. Magnam sit officia assumenda accusamus aut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE4NQ==,"""22-439916""","Omnis recusandae rerum ipsum animi ut earum alias.",0,0,0,0,0,0,"2022-05-08 07:56:07","2022-05-08 07:56:07","2022-05-08 07:56:07",PUBLISHED,"2022-05-08 07:56:07",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/omnis-recusandae-rerum-ipsum-animi-ut-earum-alias,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Immobilier,"Fake address, 75006 Paris, France",48.94748,2.07563,"Toute la région (IDF BP3)",,,"Itaque ipsum accusantium aut. Voluptatem voluptatem et perferendis adipisci voluptatem sit recusandae. Magnam et error et ut omnis vitae repellat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI4Mg==,"""22-564267""","Minus delectus eius pariatur molestias.",0,0,0,0,0,0,"2022-05-08 12:50:29","2022-05-08 12:50:29","2022-05-08 12:50:29",PUBLISHED,"2022-05-08 12:50:29",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/minus-delectus-eius-pariatur-molestias,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire","Thème vide","Fake address, 75006 Paris, France",49.19707,3.35497,"Val de marne (94) (IDF BP3)",,,"A molestiae hic nihil praesentium atque. Et dolorum quo dolor quam fugit cumque numquam qui. Voluptas sint ut quisquam est. Iste fugit eligendi in occaecati ipsam voluptatum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI5NA==,"""22-318553""","Cum eos explicabo numquam omnis.",0,0,0,0,0,0,"2022-05-09 18:30:43","2022-05-09 18:30:43","2022-05-09 18:30:43",PUBLISHED,"2022-05-09 18:30:43",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/cum-eos-explicabo-numquam-omnis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire","Thème vide","Fake address, 75006 Paris, France",49.12723,2.2554,"Toute la région (IDF BP3)",,,"Alias quia et dolorem et debitis. Nihil corrupti distinctio non reiciendis consequuntur. Quas accusamus illo quos magnam ut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI1NQ==,"""22-365621""","Sapiente aperiam laboriosam deserunt ut non distinctio.",0,0,0,0,0,0,"2022-05-12 23:51:55","2022-05-12 23:51:55","2022-05-12 23:51:55",PUBLISHED,"2022-05-12 23:51:55",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sapiente-aperiam-laboriosam-deserunt-ut-non-distinctio,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Immobilier,"Fake address, 75006 Paris, France",48.58549,2.09255,"Toute la région (IDF BP3)",,,"Ut omnis ratione consequatur natus minima doloribus id. Sunt eum quia et ab aliquam quisquam porro ex. Eos nemo qui explicabo unde inventore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE3,"""22-824460""","Enim adipisci sint velit rerum.",0,0,0,0,0,0,"2022-05-13 15:51:48","2022-05-13 15:51:48","2022-05-13 15:51:48",PUBLISHED,"2022-05-13 15:51:48",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/enim-adipisci-sint-velit-rerum,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Immobilier,"Fake address, 75006 Paris, France",48.6391,2.13631,"Val de marne (94) (IDF BP3)",,,"Modi ducimus odio fuga vitae. Vitae vero animi fugiat corporis dolores et. Et necessitatibus quasi qui sit rem consequatur. Incidunt et sunt tempora sunt aliquam mollitia id repudiandae. Doloremque placeat ut esse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjM3,"""22-910745""","Ullam dolores ut natus et ratione voluptate consequatur architecto.",0,0,0,0,0,0,"2022-05-14 10:49:14","2022-05-14 10:49:14","2022-05-14 10:49:14",PUBLISHED,"2022-05-14 10:49:14",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ullam-dolores-ut-natus-et-ratione-voluptate-consequatur-architecto,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Transport,"Fake address, 75006 Paris, France",48.21002,2.56657,"Toute la région (IDF BP3)",,,"Fugiat itaque et sit est similique omnis recusandae. Vel qui unde et dolor. Assumenda dolor enim exercitationem sunt culpa voluptatibus. Id cupiditate asperiores assumenda molestiae culpa nobis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI1MQ==,"""22-129915""","Error fuga nemo voluptas facilis qui consequuntur at.",0,0,0,0,0,0,"2022-05-14 21:48:12","2022-05-14 21:48:12","2022-05-14 21:48:12",PUBLISHED,"2022-05-14 21:48:12",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/error-fuga-nemo-voluptas-facilis-qui-consequuntur-at,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.1803,1.78456,"Val de marne (94) (IDF BP3)",,,"Et ab accusamus aliquid rerum tenetur accusantium voluptatum. Deserunt quo harum et. Maxime ratione odit et eum dicta autem consequatur eos. Iure accusantium vitae molestias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjcx,"""22-278176""","Ex quaerat blanditiis aspernatur et placeat tenetur et minus.",0,0,0,0,0,0,"2022-05-16 11:31:30","2022-05-16 11:31:30","2022-05-16 11:31:30",PUBLISHED,"2022-05-16 11:31:30",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ex-quaerat-blanditiis-aspernatur-et-placeat-tenetur-et-minus,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.20184,2.01643,"Toute la région (IDF BP3)",,,"Quia architecto temporibus alias ratione facere dolorem. Omnis eum placeat laborum consequatur enim id amet. Aperiam dolor quis velit nesciunt praesentium. Dignissimos excepturi hic ducimus expedita et voluptas. Et qui quia hic cupiditate sequi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIxNQ==,"""22-687024""","In vel tempore aspernatur est placeat harum tempora rem.",0,0,0,0,0,0,"2022-05-21 05:54:42","2022-05-21 05:54:42","2022-05-21 05:54:42",PUBLISHED,"2022-05-21 05:54:42",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/in-vel-tempore-aspernatur-est-placeat-harum-tempora-rem,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité","Thème vide","Fake address, 75006 Paris, France",48.20825,3.19148,"Val de marne (94) (IDF BP3)",,,"Corrupti consequatur soluta in qui. Doloremque tenetur sed sed blanditiis quaerat. Praesentium eligendi esse necessitatibus facere alias quis omnis. Est totam maxime corrupti assumenda architecto ullam. Aliquam aperiam repellat et qui praesentium amet aliquid. Amet repellat omnis nisi quasi architecto rem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE1OA==,"""22-684193""","Adipisci sed voluptas adipisci architecto aut.",0,0,0,0,0,0,"2022-05-24 19:45:28","2022-05-24 19:45:28","2022-05-24 19:45:28",PUBLISHED,"2022-05-24 19:45:28",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/adipisci-sed-voluptas-adipisci-architecto-aut,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire","Thème vide","Fake address, 75006 Paris, France",48.39021,1.94715,"Val de marne (94) (IDF BP3)",,,"Ea illo eum corporis quasi quasi. Qui atque aliquam a atque aut dicta iure repellat. Ut et necessitatibus quae consectetur ut voluptatibus. Praesentium sapiente nihil quia. Nihil eum nam rerum ea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
